Service,Component,Attribute,Baseline_Values,Enhanced_Values,Baseline_Constraint,Enhanced_Constraint,Baseline_Unit,Enhanced_Unit,Status,Baseline_Reasoning,Enhanced_Reasoning
AmazonEKS,aeks-1_EKSCluster,TierType,-,HAStandard,-,=,-,None,Enhanced_Only,"Service purpose: Amazon EKS (Elastic Kubernetes Service) is a managed container service for running and scaling Kubernetes applications. Its pricing model has two primary aspects: a fixed hourly rate for each EKS clus... | Attribute selection: The attributes are selected to accurately filter for the two main cost drivers of EKS. For both components, `Region Code` is the most critical initial filter as all AWS pricing is region-specific. For... | Critical attributes: For 'EKSCluster', the most critical attribute is `Region Code` ('Location' in the schema) because the cluster fee varies by region. For 'EKSWorkerNode', `Region Code` is also paramount. Following that... | Alternatives: A single-component model was considered, but this would incorrectly combine the fixed cluster fee with the variable worker node costs, leading to inaccurate pricing. The dual-component model better re...","Critical:  **`TierType`**: This attribute for the 'EKSCluster' is crucial for selecting the correct control plane pricing, as it differentiates between support ... | Selection: The input specifies 'il-central-1'.
- **`TierType`**: This attribute for the 'EKSCluster' component distinguishes between standard and extended suppor..."
AmazonEKS,aeks-1_EKSCluster,Unit,hours,Hours,=,=,None,None,Modified,"Critical: Finally, `PricePerUnit` is critical for sorting, enabling the user to identify the cheapest worker node options for their needs.... | Selection: For the 'EKSWorkerNode' component, the attributes are chosen to reflect standard EC2 instance filtering: `Location` to specify the region, `Product Fa...","Critical:  **`Unit`**: It's critical to filter by `Unit` ('Hours', 'vCPU-Hours', 'GB-Hours') for each component to ensure we are querying the correct pricing di... | Selection: While the input doesn't specify an instance type, I have included a list of general-purpose and compute-optimized families ('m5', 'm6i', 'c5', 'c6i') ..."
AmazonEKS,aeks-1_EKSNode,CPUType,-,perCPU,-,=,-,None,Enhanced_Only,"Selection: For the 'EKSWorkerNode' component, the attributes are chosen to reflect standard EC2 instance filtering: `Location` to specify the region, `Product Fa...","Selection: The input specifies 'il-central-1'.
- **`TierType`**: This attribute for the 'EKSCluster' component distinguishes between standard and extended suppor..."
AmazonEKS,aeks-1_EKSNode,InstanceType,-,"['m5.%', 'm6i.%', 'c5.%', 'c6i.%']",-,LIKE,-,None,Enhanced_Only,Critical: `InstanceType` is not explicitly filtered but is a key field to determine the final configuration and is implicitly selected through the price sorting...,"Critical:  **`InstanceType`**: For the 'EKSNode' component, this is the primary driver of cost... | Selection: Filtering by 'perCPU' and 'perGB' ensures we are selecting the correct pricing dimensions for compute resources.
- **`InstanceType`**: This is a key c..."
AmazonEKS,aeks-1_EKSNode,Location,-,Israel (Tel Aviv),-,=,-,None,Enhanced_Only,"Critical: For 'EKSCluster', the most critical attribute is `Region Code` ('Location' in the schema) because the cluster fee varies by region... | Selection: For the 'EKSWorkerNode' component, the attributes are chosen to reflect standard EC2 instance filtering: `Location` to specify the region, `Product Fa...","Service purpose: Amazon Elastic Kubernetes Service (AmazonEKS) is a managed container orchestration service that simplifies running Kubernetes on AWS. Its pricing is primarily driven by two main factors: a flat hourly... | Attribute selection: The attribute selection is designed to first narrow down the service offerings by the user's specified region, and then to identify the most cost-effective compute resources for the workload. 
- **`Re... | Critical attributes: The most critical attributes for cost-effective EKS pricing are:
1.  **`Region Code`**: Foundational for all pricing. Incorrect region leads to incorrect results. Mapped from `deploy_regions`: ['il-ce... | Alternatives: A single-component model was considered but rejected because it fails to accurately represent the EKS pricing structure, which clearly separates the control plane fee from the worker node costs. A sin..."
AmazonEKS,aeks-1_EKSNode,MemoryType,-,perGB,-,=,-,None,Enhanced_Only,"Selection: For the 'EKSWorkerNode' component, the attributes are chosen to reflect standard EC2 instance filtering: `Location` to specify the region, `Product Fa...","Selection: The input specifies 'il-central-1'.
- **`TierType`**: This attribute for the 'EKSCluster' component distinguishes between standard and extended suppor..."
AmazonEKS,aeks-1_EKSNode,Unit,-,"['vCPU-Hours', 'GB-Hours']",-,IN,-,None,Enhanced_Only,"Critical: Finally, `PricePerUnit` is critical for sorting, enabling the user to identify the cheapest worker node options for their needs.... | Selection: For the 'EKSWorkerNode' component, the attributes are chosen to reflect standard EC2 instance filtering: `Location` to specify the region, `Product Fa...","Critical:  **`Unit`**: It's critical to filter by `Unit` ('Hours', 'vCPU-Hours', 'GB-Hours') for each component to ensure we are querying the correct pricing di... | Selection: While the input doesn't specify an instance type, I have included a list of general-purpose and compute-optimized families ('m5', 'm6i', 'c5', 'c6i') ..."
AmazonEKS,aeks-1_EKSWorkerNode,CPUType,perCPU,-,=,-,None,-,Baseline_Only,"Selection: For the 'EKSWorkerNode' component, the attributes are chosen to reflect standard EC2 instance filtering: `Location` to specify the region, `Product Fa...","Selection: The input specifies 'il-central-1'.
- **`TierType`**: This attribute for the 'EKSCluster' component distinguishes between standard and extended suppor..."
AmazonEKS,aeks-1_EKSWorkerNode,Location,Israel (Tel Aviv),-,=,-,None,-,Baseline_Only,"Critical: For 'EKSCluster', the most critical attribute is `Region Code` ('Location' in the schema) because the cluster fee varies by region... | Selection: For the 'EKSWorkerNode' component, the attributes are chosen to reflect standard EC2 instance filtering: `Location` to specify the region, `Product Fa...","Service purpose: Amazon Elastic Kubernetes Service (AmazonEKS) is a managed container orchestration service that simplifies running Kubernetes on AWS. Its pricing is primarily driven by two main factors: a flat hourly... | Attribute selection: The attribute selection is designed to first narrow down the service offerings by the user's specified region, and then to identify the most cost-effective compute resources for the workload. 
- **`Re... | Critical attributes: The most critical attributes for cost-effective EKS pricing are:
1.  **`Region Code`**: Foundational for all pricing. Incorrect region leads to incorrect results. Mapped from `deploy_regions`: ['il-ce... | Alternatives: A single-component model was considered but rejected because it fails to accurately represent the EKS pricing structure, which clearly separates the control plane fee from the worker node costs. A sin..."
AmazonEKS,aeks-1_EKSWorkerNode,Product Family,Compute,-,=,-,None,-,Baseline_Only,"Critical: Following that, `Product Family` is critical to ensure we are only looking at compute instance costs, not other potential charges... | Selection: For the 'EKSWorkerNode' component, the attributes are chosen to reflect standard EC2 instance filtering: `Location` to specify the region, `Product Fa...","Service purpose: Amazon Elastic Kubernetes Service (AmazonEKS) is a managed container orchestration service that simplifies running Kubernetes on AWS. Its pricing is primarily driven by two main factors: a flat hourly... | Attribute selection: The attribute selection is designed to first narrow down the service offerings by the user's specified region, and then to identify the most cost-effective compute resources for the workload. 
- **`Re... | Critical attributes: The most critical attributes for cost-effective EKS pricing are:
1.  **`Region Code`**: Foundational for all pricing. Incorrect region leads to incorrect results. Mapped from `deploy_regions`: ['il-ce... | Alternatives: A single-component model was considered but rejected because it fails to accurately represent the EKS pricing structure, which clearly separates the control plane fee from the worker node costs. A sin..."
AmazonEKS,aeks-1_EKSWorkerNode,Tenancy,Shared,-,=,-,None,-,Baseline_Only,"Critical: `Tenancy` is important for cost modeling, with 'Shared' being the default and most common choice... | Selection: For the 'EKSWorkerNode' component, the attributes are chosen to reflect standard EC2 instance filtering: `Location` to specify the region, `Product Fa...","Service purpose: Amazon Elastic Kubernetes Service (AmazonEKS) is a managed container orchestration service that simplifies running Kubernetes on AWS. Its pricing is primarily driven by two main factors: a flat hourly... | Attribute selection: The attribute selection is designed to first narrow down the service offerings by the user's specified region, and then to identify the most cost-effective compute resources for the workload. 
- **`Re... | Critical attributes: The most critical attributes for cost-effective EKS pricing are:
1.  **`Region Code`**: Foundational for all pricing. Incorrect region leads to incorrect results. Mapped from `deploy_regions`: ['il-ce... | Alternatives: A single-component model was considered but rejected because it fails to accurately represent the EKS pricing structure, which clearly separates the control plane fee from the worker node costs. A sin..."
AmazonEKS,aeks-1_EKSWorkerNode,Unit,vCPU-Hours,-,=,-,None,-,Baseline_Only,"Critical: Finally, `PricePerUnit` is critical for sorting, enabling the user to identify the cheapest worker node options for their needs.... | Selection: For the 'EKSWorkerNode' component, the attributes are chosen to reflect standard EC2 instance filtering: `Location` to specify the region, `Product Fa...","Critical:  **`Unit`**: It's critical to filter by `Unit` ('Hours', 'vCPU-Hours', 'GB-Hours') for each component to ensure we are querying the correct pricing di... | Selection: While the input doesn't specify an instance type, I have included a list of general-purpose and compute-optimized families ('m5', 'm6i', 'c5', 'c6i') ..."
